# frame t_err(m) r_err(deg) dx dy dz
2154 1.240866 1.877523 0.066198 -0.144826 -1.230606
2155 1.259124 1.984318 0.057018 -0.145565 -1.249381
2156 1.231622 1.875018 0.079306 -0.134635 -1.221669
2157 1.213956 1.668460 0.092711 -0.142379 -1.202007
2158 1.223417 1.568670 0.077387 -0.149908 -1.211729
2159 1.220802 1.719454 0.073966 -0.124967 -1.212134
2160 1.256664 1.875176 0.085861 -0.129779 -1.246992
2161 1.274229 1.890249 0.075906 -0.125285 -1.265781
2162 1.312787 1.882237 0.084690 -0.109872 -1.305437
2163 1.285319 1.936671 0.083571 -0.129646 -1.276030
2164 1.278560 1.823162 0.083521 -0.165696 -1.265024
2165 1.324569 1.490804 0.119632 -0.171469 -1.307964
2166 1.330600 1.333407 0.126391 -0.188446 -1.311110
2167 1.333777 1.674134 0.103928 -0.204476 -1.313906
2168 1.327129 2.204060 0.103671 -0.158822 -1.313506
2169 1.336942 2.307080 0.049385 -0.223634 -1.317180
2170 1.315979 2.277247 -0.020512 -0.353676 -1.267396
2171 1.303125 2.339345 -0.014158 -0.422646 -1.232601
2172 1.290184 2.229493 0.066747 -0.318768 -1.248402
2173 1.302751 2.002092 0.112548 -0.205037 -1.281583
2174 1.310611 1.874441 0.104622 -0.143431 -1.298531
2175 1.318297 1.809685 0.071285 -0.185935 -1.303171
2176 1.357923 1.957290 0.048336 -0.243147 -1.335103
2177 1.383625 2.081852 0.061913 -0.206939 -1.366660
2178 1.379321 2.336066 0.076630 -0.156769 -1.368239
2179 1.395135 2.366553 0.041119 -0.200512 -1.380039
2180 1.384016 2.370686 0.040739 -0.234664 -1.363368
2181 1.381900 2.316801 0.080068 -0.189288 -1.366531
2182 1.389454 2.207153 0.078536 -0.182038 -1.375237
2183 1.376372 2.199972 0.063743 -0.183111 -1.362648
2184 1.352427 2.215431 0.059192 -0.196818 -1.336719
2185 1.366922 2.126314 0.082650 -0.158494 -1.355184
2186 1.393644 2.081711 0.113919 -0.161948 -1.379507
2187 1.367764 2.094043 0.086694 -0.163359 -1.355203
2188 1.363473 2.064394 0.045867 -0.194810 -1.348705
2189 1.392144 2.032862 0.046788 -0.214905 -1.374661
2190 1.413286 1.952392 0.029820 -0.233300 -1.393578
2191 1.445829 2.029037 0.034562 -0.290531 -1.415916
2192 1.451559 2.135977 0.036681 -0.292977 -1.421212
2193 1.470909 2.210298 0.048014 -0.302785 -1.438607
2194 1.577731 2.690570 0.103064 -0.271073 -1.550849
2195 1.573478 3.021110 0.125919 -0.262374 -1.546330
2196 1.533812 2.964348 0.118125 -0.218053 -1.513631
2197 1.518723 2.913682 0.094932 -0.265629 -1.492297
2198 1.523588 3.041023 0.055503 -0.317278 -1.489152
2199 1.535385 3.148045 0.092387 -0.276010 -1.507545
2200 1.615045 3.200698 0.102920 -0.261694 -1.590375
2201 1.646033 3.378303 0.086628 -0.291989 -1.617610
2202 1.614123 3.561560 0.094707 -0.277179 -1.587324
2203 1.661314 3.338729 0.104687 -0.269758 -1.635920
2204 1.681713 3.338193 0.110518 -0.287081 -1.653338
2205 1.723604 3.208673 0.128656 -0.291672 -1.693868
2206 1.710211 3.197918 0.110506 -0.287337 -1.682274
2207 1.692399 3.271978 0.113227 -0.271528 -1.666634
2208 1.707738 3.285550 0.140142 -0.254596 -1.682828
2209 1.725513 3.211152 0.129907 -0.299472 -1.694354
2210 1.698383 3.253744 0.109036 -0.315112 -1.665329
2211 1.635083 3.296734 0.103405 -0.288451 -1.606114
2212 1.608932 3.107449 0.116917 -0.265172 -1.582617
2213 1.583657 2.912205 0.104788 -0.297390 -1.551950
2214 1.552481 2.668018 0.092968 -0.345347 -1.510724
2215 1.535699 2.385843 0.062485 -0.351318 -1.493668
2216 1.525754 2.170025 0.050297 -0.333843 -1.487933
2217 1.498955 1.994871 0.059660 -0.296531 -1.468120
2218 1.456054 1.800764 0.079821 -0.245096 -1.433056
2219 1.443591 1.714049 0.099251 -0.193878 -1.427065
2220 1.429230 1.747019 0.100492 -0.191034 -1.412836
2221 1.453392 1.705534 0.117845 -0.169761 -1.438625
2222 1.458265 1.694598 0.139502 -0.147602 -1.444053
2223 1.473327 1.714824 0.122059 -0.180366 -1.457142
2224 1.463096 1.708522 0.073426 -0.258374 -1.438229
2225 1.475719 1.661747 0.075489 -0.276901 -1.447540
2226 1.452198 1.699317 0.083632 -0.239309 -1.429901
2227 1.482732 1.736925 0.100047 -0.248922 -1.458260
2228 1.549606 1.958543 0.100708 -0.274534 -1.521765
2229 1.568635 2.273375 0.080004 -0.329060 -1.531644
2230 1.582792 2.308446 0.085114 -0.312569 -1.549286
2231 1.595270 2.291175 0.092373 -0.301020 -1.563886
2232 1.674152 2.554721 0.117922 -0.306329 -1.641658
2233 1.699990 3.101595 0.107432 -0.385687 -1.652171
2234 1.823798 3.441451 0.102094 -0.442272 -1.766412
2235 1.919804 3.790530 0.113751 -0.461046 -1.860147
2236 1.927939 3.850655 0.122634 -0.451984 -1.870193
2237 1.877220 3.749041 0.166464 -0.368559 -1.833142
2238 1.857445 3.685960 0.174742 -0.338102 -1.818036
2239 1.855468 3.685385 0.176600 -0.327110 -1.817848
2240 1.863284 3.726623 0.204164 -0.333852 -1.821727
2241 1.891728 3.811237 0.204092 -0.378184 -1.842270
2242 1.891684 3.895744 0.188357 -0.383795 -1.842740
2243 1.893559 3.817721 0.152777 -0.414974 -1.841201
2244 1.896070 4.011593 0.169655 -0.414551 -1.842402
2245 1.902019 4.061886 0.172694 -0.396876 -1.852119
2246 1.925601 3.920549 0.163065 -0.370904 -1.882493
2247 1.884841 3.697383 0.189239 -0.330443 -1.845974
2248 1.894008 3.942811 0.214450 -0.337995 -1.851226
2249 1.918835 3.830058 0.210691 -0.339451 -1.876782
2250 1.917739 3.816740 0.219844 -0.346096 -1.873395
2251 1.922812 3.822344 0.214596 -0.378584 -1.872920
2252 1.926623 3.786760 0.216577 -0.392955 -1.873648
2253 1.929919 3.765524 0.209799 -0.382519 -1.879961
2254 1.939870 3.723922 0.237433 -0.309510 -1.900243
2255 1.919437 3.692688 0.229029 -0.297444 -1.882369
2256 1.917886 3.576131 0.167401 -0.377352 -1.872930
2257 1.945404 3.502066 0.144952 -0.451615 -1.886698
2258 1.958030 3.568888 0.151588 -0.456586 -1.898007
2259 1.931141 3.552979 0.171104 -0.388667 -1.883870
2260 1.950751 3.505720 0.154393 -0.352006 -1.912508
2261 1.919588 3.423194 0.153307 -0.352079 -1.880786
2262 1.886192 3.418170 0.112514 -0.444479 -1.829618
2263 1.849328 3.412520 0.135486 -0.453662 -1.787694
2264 1.794559 3.291755 0.181253 -0.352523 -1.750233
2265 1.740378 3.078756 0.197717 -0.257715 -1.709797
2266 1.638411 2.688485 0.186012 -0.213246 -1.613789
2267 1.508647 2.524231 0.182090 -0.205152 -1.483500
2268 1.481190 2.072863 0.168732 -0.225373 -1.454188
2269 1.477136 2.159941 0.166628 -0.255803 -1.445244
2270 1.493908 2.174286 0.169031 -0.204952 -1.470097
2271 1.490362 2.308402 0.185360 -0.160257 -1.470082
2272 1.589037 2.530980 0.183076 -0.216012 -1.563604
2273 1.722304 2.936444 0.201232 -0.331119 -1.678153
2274 1.734528 3.208823 0.206003 -0.384501 -1.678782
2275 1.734020 3.278218 0.237787 -0.341990 -1.683249
2276 1.723957 3.276502 0.257512 -0.289105 -1.679921
2277 1.757903 3.134791 0.292252 -0.207000 -1.721036
2278 1.786895 2.968593 0.278516 -0.246113 -1.747813
2279 1.776418 2.953393 0.256991 -0.345033 -1.723534
2280 1.796312 2.960930 0.280235 -0.325894 -1.744133
2281 1.776130 2.838008 0.289868 -0.316332 -1.723528
2282 1.750477 3.009037 0.325246 -0.216857 -1.706270
2283 1.747125 3.019139 0.302133 -0.249601 -1.702604
2284 1.743460 2.997731 0.286664 -0.303033 -1.692822
2285 1.790456 2.862259 0.276842 -0.340497 -1.735844
2286 1.831680 2.819065 0.269787 -0.355695 -1.776442
2287 1.882539 2.948769 0.275210 -0.356619 -1.827850
2288 1.915824 3.022398 0.296234 -0.344189 -1.861226
2289 1.924984 3.133065 0.297503 -0.365947 -1.866317
2290 1.911230 3.235122 0.318658 -0.325521 -1.856151
2291 1.900620 3.214032 0.295440 -0.407965 -1.832658
2292 1.848424 3.191169 0.281903 -0.368748 -1.789198
2293 1.814873 3.086081 0.260221 -0.343243 -1.763018
2294 1.766691 2.989472 0.264843 -0.271168 -1.725550
2295 1.787510 2.896127 0.270373 -0.305049 -1.740412
2296 1.813810 3.097796 0.264972 -0.377999 -1.754084
2297 1.779414 2.995482 0.269755 -0.361149 -1.721371
2298 1.767553 3.084207 0.271490 -0.322860 -1.716478
2299 1.760028 3.151835 0.252456 -0.303023 -1.715267
2300 1.734435 3.220178 0.247402 -0.298630 -1.690525
2301 1.742655 3.259957 0.244978 -0.325882 -1.694294
2302 1.788771 3.098011 0.288163 -0.317692 -1.736587
2303 1.821391 3.235228 0.274011 -0.337317 -1.768785
2304 1.875916 3.393796 0.273911 -0.333697 -1.825563
2305 1.912829 3.562803 0.286315 -0.332584 -1.861808
2306 1.905611 3.890269 0.291185 -0.368128 -1.846902
2307 1.824509 4.333075 0.257767 -0.395496 -1.762377
2308 1.842137 4.529931 0.279861 -0.380295 -1.780595
2309 1.885179 4.372263 0.290919 -0.377938 -1.823850
2310 1.920302 4.180480 0.293393 -0.394173 -1.856369
2311 1.930172 4.110944 0.311402 -0.366408 -1.869315
2312 1.899832 4.148679 0.318094 -0.353639 -1.839325
2313 1.879689 4.265591 0.328641 -0.366304 -1.814124
2314 1.854187 4.505368 0.273767 -0.396436 -1.790502
2315 1.829230 4.699793 0.248417 -0.428010 -1.761016
2316 1.810506 4.958556 0.225642 -0.470040 -1.733806
2317 1.801970 4.904473 0.237143 -0.451345 -1.728336
2318 1.824807 4.866523 0.248600 -0.458028 -1.748808
2319 1.793109 4.987730 0.244800 -0.439023 -1.721212
2320 1.789416 4.941170 0.240566 -0.426052 -1.721225
2321 1.808995 4.885151 0.246031 -0.408066 -1.745111
2322 1.803614 4.857832 0.245858 -0.400303 -1.741360
2323 1.806374 4.924236 0.240774 -0.409517 -1.742788
2324 1.780985 5.065876 0.228112 -0.415647 -1.716715
2325 1.751085 5.113919 0.238058 -0.416132 -1.684180
2326 1.740585 5.145054 0.227142 -0.444708 -1.667416
2327 1.751122 5.068128 0.241429 -0.449493 -1.675141
2328 1.724475 5.149450 0.249400 -0.414507 -1.655234
2329 1.750188 5.124396 0.238591 -0.423675 -1.681289
2330 1.792154 5.001706 0.271582 -0.380648 -1.730077
2331 1.761949 5.097091 0.288115 -0.314163 -1.709607
2332 1.755913 5.013258 0.275170 -0.342124 -1.700137
2333 1.731973 5.062771 0.262437 -0.370430 -1.671418
2334 1.753928 5.124539 0.296996 -0.386142 -1.684919
2335 1.801021 5.234994 0.268753 -0.439379 -1.725802
2336 1.900864 5.473916 0.232018 -0.549226 -1.804938
2337 1.987033 5.462378 0.291597 -0.526872 -1.893589
2338 2.020438 5.522694 0.286426 -0.525579 -1.929740
2339 2.064246 5.672841 0.285172 -0.508420 -1.980227
2340 2.163665 5.914727 0.332127 -0.499422 -2.078874
2341 2.167478 6.139098 0.331313 -0.504057 -2.081855
2342 2.147259 6.128256 0.358082 -0.478494 -2.062412
2343 2.045604 5.681443 0.333086 -0.424291 -1.973202
2344 1.847599 5.208646 0.320356 -0.346135 -1.786389
2345 1.676708 4.754530 0.276812 -0.292030 -1.627711
2346 1.548022 4.748350 0.252003 -0.210877 -1.512745
2347 1.516944 4.836847 0.236149 -0.245175 -1.478256
2348 1.526236 4.639995 0.240017 -0.270151 -1.482837
2349 1.567703 4.672357 0.261312 -0.238732 -1.527224
2350 1.633927 4.861467 0.276953 -0.234962 -1.593050
2351 1.675696 5.239835 0.279643 -0.291629 -1.626256
2352 1.735108 5.521116 0.277127 -0.315998 -1.683433
2353 1.815257 5.820792 0.248884 -0.376421 -1.758272
2354 1.899149 5.763793 0.254940 -0.381443 -1.842898
2355 1.931410 5.765012 0.259967 -0.401747 -1.871192
2356 1.922895 5.610957 0.272532 -0.407157 -1.859429
2357 1.937266 5.469681 0.267019 -0.436673 -1.868427
2358 1.961713 5.429797 0.280419 -0.431693 -1.892967
2359 1.998001 5.407273 0.313812 -0.389503 -1.934378
2360 2.169188 5.640638 0.378129 -0.391593 -2.099774
2361 2.352851 5.861608 0.439353 -0.400739 -2.276463
2362 2.338801 5.919916 0.440285 -0.414829 -2.259216
2363 2.362084 5.828074 0.429144 -0.463148 -2.276131
2364 2.346599 5.793553 0.396532 -0.505509 -2.256934
2365 2.321909 5.876602 0.385972 -0.495053 -2.235444
2366 2.309215 6.012692 0.389931 -0.484257 -2.223943
2367 2.282625 6.187141 0.396532 -0.433066 -2.205809
2368 2.225111 6.170810 0.392617 -0.414737 -2.150573
2369 2.187044 6.091931 0.395513 -0.420295 -2.109522
2370 2.239011 5.900255 0.391520 -0.492887 -2.148708
2371 2.284681 5.997551 0.399643 -0.520197 -2.188481
2372 2.245392 5.931922 0.404626 -0.459788 -2.160245
2373 2.185147 5.667667 0.460611 -0.388358 -2.100448
2374 2.150391 5.616482 0.455699 -0.360451 -2.070410
2375 2.188723 5.165325 0.449131 -0.359402 -2.111781
2376 2.235206 4.833598 0.488440 -0.327836 -2.156408
2377 2.229886 4.909762 0.473763 -0.345432 -2.151422
2378 2.222946 5.058049 0.453829 -0.404471 -2.138207
2379 2.227956 5.100278 0.469653 -0.383204 -2.143915
2380 2.242705 5.072591 0.462525 -0.374090 -2.162372
2381 2.294807 5.020463 0.468708 -0.388809 -2.212528
2382 2.422133 4.850631 0.453577 -0.441112 -2.338037
2383 2.540773 4.855109 0.498861 -0.452627 -2.449856
2384 2.581590 4.933307 0.513417 -0.421335 -2.494692
2385 2.604230 4.781202 0.532859 -0.406098 -2.516577
2386 2.799268 3.810573 0.617241 -0.301826 -2.713635
2387 3.088650 2.820527 0.752106 -0.179830 -2.990277
2388 3.070552 2.612555 0.782167 -0.072287 -2.968380
2389 2.961927 2.444935 0.762829 -0.025978 -2.861892
2390 3.020274 2.610215 0.806999 0.022223 -2.910380
2391 3.048371 2.730513 0.825028 -0.015314 -2.934563
2392 3.028988 2.750517 0.757628 -0.116418 -2.930395
2393 3.086481 2.948204 0.749909 -0.199758 -2.987323
2394 3.051112 3.022643 0.763758 -0.186608 -2.948073
2395 3.065792 3.033782 0.787320 -0.174764 -2.957814
2396 3.062051 3.024555 0.781642 -0.135961 -2.957483
2397 3.054271 3.119844 0.769340 -0.131276 -2.952872
2398 3.043123 3.060777 0.763510 -0.129179 -2.942952
2399 3.059216 2.999337 0.771287 -0.154665 -2.956349
2400 3.071476 2.999708 0.787595 -0.131330 -2.965874
2401 3.093112 3.114453 0.801775 -0.120883 -2.984943
2402 3.113749 3.210452 0.820245 -0.088208 -3.002474
2403 3.098091 3.179310 0.802120 -0.097301 -2.990870
2404 3.094100 3.057208 0.804228 -0.092421 -2.986324
2405 3.064619 2.875006 0.773379 -0.146852 -2.961792
2406 3.032982 2.748607 0.725393 -0.180532 -2.939421
2407 3.104624 2.773992 0.792183 -0.110192 -2.999832
2408 3.049842 2.798446 0.765539 -0.122557 -2.949655
2409 3.046875 2.786429 0.779837 -0.119066 -2.942978
2410 3.048560 2.645886 0.791084 -0.091299 -2.942715
2411 3.025115 2.598362 0.770624 -0.110456 -2.923228
2412 3.034211 2.702494 0.765617 -0.118579 -2.933634
2413 2.991955 2.536184 0.759722 -0.113716 -2.891658
2414 3.001650 2.581071 0.751819 -0.134268 -2.902868
2415 3.027900 2.606172 0.778385 -0.089477 -2.924772
2416 3.044556 2.621709 0.773930 -0.099877 -2.942852
2417 3.044690 2.703533 0.783673 -0.110278 -2.940039
2418 3.048692 2.691042 0.776640 -0.144564 -2.944563
2419 3.029630 2.707859 0.773023 -0.141980 -2.925908
2420 3.035356 2.662923 0.782238 -0.111206 -2.930721
2421 2.976307 2.526676 0.764662 -0.089677 -2.875004
2422 2.984397 2.370993 0.742365 -0.087704 -2.889261
2423 2.954406 2.294387 0.733477 -0.098960 -2.860198
2424 2.961062 2.287755 0.762694 -0.076064 -2.860140
2425 2.974573 2.277799 0.769470 -0.066749 -2.872550
2426 2.963612 2.277212 0.746370 -0.058437 -2.867492
2427 2.968958 2.277169 0.739303 -0.094216 -2.873894
2428 2.999333 2.371391 0.739971 -0.149213 -2.902788
2429 2.970569 2.465185 0.739064 -0.160677 -2.872672
2430 3.053664 2.655399 0.779954 -0.150226 -2.948554
2431 3.068330 2.660282 0.774304 -0.131171 -2.966125
2432 3.096948 2.654565 0.775464 -0.143618 -2.994849
2433 3.106929 2.672660 0.759120 -0.181129 -3.007314
2434 3.134261 2.726427 0.781308 -0.187738 -3.029506
2435 3.143312 2.830075 0.777205 -0.185604 -3.040051
2436 3.138919 2.958299 0.803978 -0.166624 -3.029632
2437 3.079737 2.931673 0.811623 -0.124330 -2.968264
2438 3.013437 2.840736 0.807487 -0.086317 -2.901951
2439 3.008082 2.766323 0.779069 -0.121404 -2.902907
2440 3.082386 2.886694 0.794098 -0.153698 -2.974372
2441 3.068986 2.768664 0.784110 -0.162925 -2.962651
2442 3.061588 2.664569 0.768921 -0.151260 -2.959595
2443 3.026776 2.623679 0.749186 -0.165797 -2.927901
2444 2.944019 2.380022 0.710648 -0.186512 -2.850866
2445 2.950488 2.149736 0.713322 -0.131473 -2.859941
2446 3.000190 2.223852 0.723797 -0.127342 -2.908787
2447 3.027633 2.482145 0.707828 -0.223368 -2.935242
2448 3.094691 2.608927 0.724467 -0.281808 -2.995470
2449 3.089109 2.673127 0.744100 -0.198308 -2.991585
2450 3.083443 2.599132 0.791751 -0.053193 -2.979584
2451 3.003109 2.381536 0.744364 -0.044064 -2.909063
2452 3.022104 2.495272 0.753294 -0.129471 -2.923849
2453 3.059319 2.576854 0.794681 -0.126919 -2.951577
2454 3.029802 2.401790 0.781432 -0.082390 -2.926137
2455 2.998693 2.270016 0.756646 -0.069441 -2.900832
2456 2.987022 2.334682 0.737358 -0.092434 -2.893105
2457 3.018075 2.394898 0.734675 -0.158640 -2.922989
2458 3.023252 2.418181 0.739295 -0.195749 -2.924924
2459 3.046580 2.483847 0.759142 -0.154479 -2.946437
2460 3.083727 2.715067 0.777992 -0.128750 -2.981195
2461 3.100363 2.870261 0.799245 -0.110986 -2.993516
2462 3.094074 2.832058 0.797556 -0.126793 -2.986825
2463 3.064701 2.646677 0.788189 -0.148774 -2.957874
2464 3.003370 2.359237 0.739397 -0.171128 -2.905897
2465 2.977605 2.347844 0.740098 -0.140372 -2.880743
2466 2.955970 2.348211 0.736032 -0.134142 -2.859724
2467 2.973683 2.426338 0.716424 -0.180810 -2.880422
2468 2.968091 2.446403 0.697525 -0.187920 -2.878838
2469 2.818735 2.027678 0.626009 -0.180301 -2.742420
2470 2.797492 1.790005 0.628448 -0.141704 -2.722303
2471 2.821475 1.870550 0.659051 -0.124321 -2.740606
2472 2.892085 2.135159 0.709836 -0.130170 -2.800597
2473 2.977588 2.378115 0.747691 -0.129576 -2.879271
2474 3.024633 2.647394 0.779787 -0.126001 -2.919668
2475 3.036771 2.902239 0.829359 -0.048499 -2.920922
2476 2.958870 3.023986 0.826687 0.022585 -2.840949
2477 2.912806 2.937062 0.781499 0.011457 -2.805988
2478 2.806758 2.663365 0.724248 0.010067 -2.711689
2479 2.682335 2.476594 0.692601 0.026691 -2.591237
2480 2.602344 2.748993 0.690938 -0.031902 -2.508741
2481 2.569469 2.867324 0.678907 -0.062066 -2.477378
2482 2.650127 2.776179 0.711863 -0.058660 -2.552055
2483 2.808794 2.890009 0.758044 -0.047727 -2.704147
2484 2.933760 3.236958 0.829502 -0.039935 -2.813766
2485 2.987902 3.624791 0.846595 -0.055603 -2.864916
2486 2.915918 3.604485 0.831406 -0.071770 -2.793957
2487 2.891956 3.524765 0.813459 -0.088284 -2.773788
2488 2.844977 3.278989 0.798533 -0.083278 -2.729341
2489 2.865073 3.263157 0.819801 -0.023629 -2.745179
2490 2.868934 3.246880 0.828419 -0.017429 -2.746671
2491 2.886229 3.399362 0.835615 -0.008148 -2.762607
2492 2.870529 3.421514 0.824287 -0.014873 -2.749594
2493 2.836446 3.389524 0.825764 -0.028699 -2.713432
2494 2.845409 3.418079 0.838735 -0.020064 -2.718910
2495 2.827715 3.355714 0.808817 -0.035530 -2.709340
2496 2.769208 3.146037 0.740122 -0.054347 -2.667917
2497 2.714638 3.127478 0.708222 -0.101612 -2.618655
2498 2.700019 3.055598 0.725855 -0.104391 -2.598526
2499 2.767134 3.191229 0.790292 -0.048205 -2.651443
2500 2.807064 2.942437 0.774587 -0.076008 -2.697007
2501 2.775226 2.560176 0.681972 -0.154837 -2.685669
2502 2.741252 2.553052 0.664293 -0.168390 -2.654208
2503 2.746117 2.637192 0.698331 -0.144206 -2.651923
2504 2.729578 2.764800 0.714135 -0.133695 -2.631109
2505 2.724141 2.685495 0.724286 -0.102371 -2.624095
2506 2.753135 2.762301 0.722742 -0.107391 -2.654405
2507 2.750080 2.757833 0.706950 -0.123690 -2.654781
2508 2.724792 2.906937 0.727979 -0.100182 -2.623833
2509 2.731677 3.152224 0.756437 -0.062617 -2.624107
2510 2.709892 3.099233 0.749720 -0.061932 -2.603383
2511 2.723197 3.088148 0.753847 -0.058391 -2.616124
2512 2.733108 3.070942 0.748523 -0.074425 -2.627557
2513 2.742782 3.220931 0.742025 -0.086936 -2.639070
2514 2.772746 3.347888 0.762583 -0.065707 -2.665009
2515 2.752314 3.359014 0.746077 -0.050932 -2.648774
2516 2.747136 3.389496 0.730906 -0.063493 -2.647358
2517 2.716192 3.202891 0.740037 -0.075081 -2.612357
2518 2.772504 3.310117 0.772313 -0.070506 -2.661831
2519 2.823245 3.261743 0.790519 -0.054452 -2.709765
2520 2.814398 3.161512 0.762896 -0.075808 -2.707966
2521 2.811962 3.203359 0.770222 -0.067230 -2.703585
2522 2.782559 3.129354 0.750502 -0.104821 -2.677385
2523 2.767450 3.158365 0.761868 -0.118194 -2.657888
2524 2.760874 3.121076 0.749309 -0.126150 -2.654251
2525 2.761503 3.162728 0.753571 -0.097354 -2.654911
2526 2.791269 3.150143 0.759916 -0.095516 -2.684136
2527 2.794621 3.145137 0.748414 -0.092689 -2.690947
2528 2.789369 3.103363 0.744575 -0.098783 -2.686342
2529 2.793569 3.154059 0.761996 -0.088612 -2.686176
2530 2.800284 3.192587 0.769710 -0.072068 -2.691458
2531 2.800572 3.204624 0.767547 -0.088330 -2.691890
2532 2.772803 3.092408 0.774420 -0.063657 -2.661702
2533 2.752909 3.049834 0.773088 -0.059302 -2.641463
2534 2.774722 3.147975 0.769062 -0.079978 -2.664813
2535 2.742079 3.221390 0.736925 -0.095223 -2.639483
2536 2.704166 3.178775 0.723027 -0.114081 -2.603216
2537 2.708416 3.115343 0.711725 -0.132785 -2.609853
2538 2.715518 3.193814 0.719031 -0.101315 -2.616633
2539 2.712094 3.234739 0.719831 -0.086275 -2.613399
2540 2.708498 3.182188 0.715086 -0.093168 -2.610734
2541 2.713567 3.200547 0.713582 -0.084042 -2.616713
2542 2.691646 3.145323 0.719691 -0.060551 -2.592940
2543 2.670169 3.126137 0.710368 -0.066664 -2.573079
2544 2.658333 3.048434 0.698993 -0.063299 -2.564008
2545 2.649015 2.840177 0.669654 -0.095375 -2.561200
2546 2.615444 2.729182 0.639899 -0.099934 -2.533987
2547 2.588319 2.783772 0.635370 -0.096001 -2.507287
2548 2.578418 2.952427 0.629679 -0.082973 -2.498972
2549 2.626862 3.176342 0.621340 -0.118477 -2.549570
2550 2.636851 3.210770 0.610121 -0.132361 -2.561878
2551 2.601545 3.077587 0.595701 -0.136145 -2.528763
2552 2.609053 2.672154 0.623711 -0.103562 -2.531287
2553 2.647260 2.369798 0.666692 -0.108839 -2.559622
2554 2.659150 2.306380 0.686135 -0.141458 -2.565207
2555 2.736099 2.260810 0.680369 -0.143569 -2.646266
2556 2.786162 2.283963 0.690149 -0.108698 -2.697142
2557 2.781736 2.334145 0.688723 -0.110373 -2.692867
2558 2.752799 2.472689 0.678753 -0.144775 -2.663876
2559 2.713056 2.507068 0.681492 -0.153708 -2.621568
2560 2.649856 2.665308 0.677576 -0.116052 -2.559133
2561 2.588871 2.933765 0.635596 -0.091028 -2.507984
2562 2.554869 3.439557 0.596566 -0.084596 -2.482802
2563 2.516402 3.717878 0.570081 -0.105169 -2.448719
2564 2.518907 3.885688 0.627913 -0.098409 -2.437403
2565 2.492036 3.734902 0.647249 -0.110534 -2.403975
2566 2.477094 3.307082 0.676574 -0.071796 -2.381824
2567 2.573497 3.308926 0.717612 -0.032818 -2.471203
2568 2.697084 3.487606 0.742283 -0.067136 -2.592060
2569 2.748507 3.525773 0.759159 -0.063736 -2.640816
2570 2.744611 3.369606 0.768319 -0.038565 -2.634595
2571 2.734804 3.368469 0.777785 -0.024232 -2.621759
2572 2.748519 3.462698 0.773828 -0.044356 -2.636964
2573 2.740571 3.484883 0.742163 -0.068921 -2.637267
2574 2.716138 3.410800 0.732727 -0.077967 -2.614276
2575 2.705293 3.335289 0.723663 -0.099528 -2.604807
2576 2.746359 3.134736 0.752423 -0.073000 -2.640269
2577 2.782819 3.083010 0.749058 -0.056176 -2.679522
2578 2.763385 2.838535 0.725133 -0.072564 -2.665561
2579 2.706594 2.546690 0.678240 -0.117665 -2.617593
2580 2.684720 2.482141 0.661133 -0.131363 -2.598724
2581 2.660637 2.455460 0.661685 -0.113131 -2.574561
2582 2.613949 2.293188 0.630312 -0.093540 -2.535091
2583 2.567343 2.174140 0.607318 -0.065681 -2.493612
2584 2.528119 2.257194 0.602611 -0.119830 -2.452323
2585 2.463864 2.087997 0.596720 -0.109280 -2.388014
2586 2.458631 2.100132 0.584679 -0.116108 -2.385275
2587 2.485512 2.124428 0.594185 -0.099016 -2.411412
2588 2.516083 2.108361 0.598272 -0.081039 -2.442576
2589 2.487330 2.129141 0.594267 -0.108818 -2.412844
2590 2.480177 2.082620 0.606192 -0.133802 -2.401230
2591 2.510842 2.131999 0.619668 -0.113246 -2.430538
2592 2.537154 2.226909 0.647349 -0.085426 -2.451692
2593 2.553784 2.350754 0.662084 -0.100483 -2.464419
2594 2.537302 2.313818 0.666377 -0.096459 -2.446332
2595 2.508393 2.299105 0.668797 -0.083299 -2.416156
2596 2.513512 2.264958 0.654250 -0.091757 -2.425136
2597 2.517245 2.316717 0.645310 -0.080136 -2.431805
2598 2.527437 2.406421 0.672607 -0.031663 -2.436089
2599 2.499501 2.410055 0.671283 -0.013283 -2.407635
2600 2.517941 2.293816 0.665270 -0.018329 -2.428396
2601 2.519514 2.286945 0.677917 -0.000068 -2.426599
2602 2.511003 2.329390 0.684458 0.009155 -2.415899
2603 2.480833 2.337149 0.664474 -0.025658 -2.390052
2604 2.465879 2.320081 0.638394 -0.034619 -2.381557
2605 2.461030 2.215893 0.627209 -0.041241 -2.379407
2606 2.505304 2.340328 0.639599 -0.087581 -2.420700
2607 2.551594 2.466418 0.630865 -0.111477 -2.469861
2608 2.638515 2.670027 0.667822 -0.079227 -2.551371
2609 2.676783 2.820058 0.674418 -0.109256 -2.588124
2610 2.689788 2.920932 0.671341 -0.131022 -2.601364
2611 2.651716 2.932073 0.670538 -0.138284 -2.561807
2612 2.594430 2.704939 0.677659 -0.088025 -2.502817
2613 2.563890 2.638699 0.699549 -0.044069 -2.466216
2614 2.504128 2.409896 0.673450 0.013397 -2.411834
2615 2.444259 2.412359 0.658417 -0.006683 -2.353900
2616 2.545655 2.847612 0.723435 0.015892 -2.440645
2617 2.662663 3.547248 0.820681 0.011094 -2.533009
2618 2.795475 4.390410 0.933585 0.025249 -2.634855
2619 2.871327 5.554369 1.016516 0.041574 -2.685049
