# frame t_err(m) r_err(deg) dx dy dz
1114 0.406690 1.999739 0.103808 -0.098461 -0.380692
1115 0.391790 1.880234 0.103210 -0.110651 -0.361391
1116 0.391303 1.748254 0.101677 -0.094417 -0.365876
1117 0.397337 1.665246 0.104251 -0.084364 -0.374020
1118 0.405740 1.581546 0.111691 -0.081014 -0.381559
1119 0.407893 1.542151 0.111620 -0.096044 -0.380386
1120 0.401757 1.548654 0.108252 -0.121675 -0.367268
1121 0.410233 1.699510 0.099379 -0.136115 -0.374016
1122 0.427096 1.809229 0.108966 -0.114415 -0.396796
1123 0.447344 1.846163 0.111067 -0.101218 -0.421349
1124 0.465698 1.889397 0.122323 -0.075577 -0.442944
1125 0.477079 1.677327 0.131981 -0.090076 -0.449523
1126 0.484439 1.678036 0.128296 -0.107103 -0.454698
1127 0.501351 1.557960 0.139809 -0.084580 -0.473975
1128 0.511076 1.354479 0.145416 -0.062289 -0.485976
1129 0.509252 1.306864 0.151059 -0.046710 -0.484084
1130 0.499129 1.452396 0.133300 -0.085140 -0.473405
1131 0.499674 1.574075 0.124105 -0.107334 -0.471966
1132 0.520476 1.709203 0.142356 -0.102534 -0.490018
1133 0.507742 1.694216 0.146077 -0.073763 -0.480648
1134 0.485626 1.681310 0.131583 -0.062712 -0.463234
1135 0.476727 1.614669 0.130001 -0.075587 -0.452388
1136 0.481945 1.477973 0.115598 -0.080430 -0.460911
1137 0.513889 1.256955 0.130294 -0.074501 -0.491482
1138 0.531712 1.053739 0.155223 -0.069126 -0.503830
1139 0.502171 1.128671 0.153809 -0.049677 -0.475448
1140 0.465526 1.323484 0.140218 -0.051683 -0.440888
1141 0.434221 1.349536 0.127039 -0.064053 -0.410251
1142 0.453631 1.209561 0.123584 -0.070077 -0.430810
1143 0.480816 1.087570 0.124211 -0.077821 -0.457929
1144 0.507296 0.985126 0.122023 -0.068826 -0.487568
1145 0.519592 0.931409 0.132833 -0.075311 -0.496648
1146 0.507118 0.987620 0.132417 -0.076341 -0.483536
1147 0.509670 0.997434 0.121585 -0.071148 -0.489815
1148 0.507722 1.105003 0.117298 -0.066042 -0.489552
1149 0.500211 1.177689 0.126409 -0.077598 -0.477714
1150 0.472075 1.205227 0.129046 -0.082118 -0.446608
1151 0.451982 1.289320 0.134047 -0.074005 -0.425256
1152 0.439123 1.208708 0.128027 -0.053900 -0.416573
1153 0.425961 1.184883 0.106692 -0.062212 -0.407663
1154 0.427534 1.133083 0.098905 -0.070638 -0.409894
1155 0.405988 0.995677 0.106486 -0.063494 -0.386595
1156 0.385189 0.926835 0.118980 -0.051163 -0.362762
1157 0.386090 0.933864 0.132673 -0.039930 -0.360373
1158 0.398772 1.009228 0.133154 -0.049863 -0.372563
1159 0.433735 1.052837 0.124373 -0.066240 -0.410207
1160 0.473332 1.090356 0.128034 -0.073282 -0.449756
1161 0.500846 1.057586 0.133705 -0.062286 -0.478634
1162 0.496272 1.031012 0.134584 -0.059083 -0.474006
1163 0.479311 1.007852 0.126472 -0.066775 -0.457477
1164 0.449542 1.055133 0.128758 -0.086450 -0.421943
1165 0.421848 1.067631 0.115483 -0.079712 -0.397826
1166 0.398250 0.961119 0.102322 -0.054212 -0.381043
1167 0.367571 0.955563 0.099012 -0.039404 -0.351785
1168 0.361988 0.741640 0.099058 -0.047908 -0.344859
1169 0.363591 0.736143 0.099338 -0.064768 -0.343709
1170 0.373996 0.663116 0.093990 -0.066818 -0.355773
1171 0.380977 0.668305 0.097508 -0.062195 -0.362998
1172 0.381370 0.691110 0.097657 -0.054673 -0.364578
1173 0.362929 0.646324 0.099186 -0.053997 -0.344912
1174 0.353539 0.625917 0.101107 -0.060260 -0.333371
1175 0.364270 0.718132 0.102664 -0.063189 -0.343744
1176 0.398109 0.797055 0.112017 -0.061786 -0.376995
1177 0.438727 0.815825 0.123709 -0.058638 -0.416820
1178 0.461052 0.680633 0.126772 -0.052946 -0.440108
1179 0.444334 0.630915 0.123763 -0.051508 -0.423630
1180 0.425489 0.650326 0.117546 -0.067233 -0.403366
1181 0.411020 0.705542 0.105134 -0.067772 -0.391524
1182 0.387175 0.664588 0.098516 -0.066523 -0.368475
1183 0.364876 0.680941 0.084590 -0.059981 -0.349830
1184 0.349071 0.669349 0.092355 -0.069529 -0.329374
1185 0.350629 0.692329 0.105085 -0.067488 -0.327632
1186 0.352982 0.770015 0.107054 -0.063152 -0.330375
1187 0.359329 0.841178 0.100327 -0.068900 -0.338090
1188 0.368225 0.905665 0.104800 -0.072040 -0.345568
1189 0.363888 0.860559 0.095620 -0.071693 -0.343703
1190 0.368676 0.767726 0.104446 -0.070362 -0.346500
1191 0.369621 0.804829 0.110720 -0.083460 -0.342630
1192 0.377381 0.829168 0.097758 -0.071560 -0.357406
1193 0.398807 0.817338 0.109717 -0.076866 -0.375634
1194 0.390031 0.817580 0.119282 -0.073790 -0.363938
1195 0.361236 0.866530 0.107505 -0.083231 -0.334674
1196 0.359941 0.878701 0.094888 -0.079270 -0.338038
1197 0.367987 0.811613 0.088970 -0.072781 -0.349574
1198 0.373657 0.815069 0.086504 -0.066463 -0.357378
1199 0.360770 0.939392 0.084190 -0.066787 -0.344393
1200 0.372863 1.039890 0.099542 -0.071565 -0.352132
1201 0.391257 1.038171 0.101103 -0.083998 -0.368517
1202 0.422896 1.099990 0.094610 -0.093026 -0.401542
1203 0.458748 1.039100 0.088104 -0.084204 -0.442264
1204 0.481135 0.957836 0.083781 -0.070860 -0.468456
1205 0.494709 0.914269 0.083860 -0.063479 -0.483399
1206 0.503717 0.859502 0.106228 -0.075239 -0.486606
1207 0.514621 0.923194 0.111373 -0.089362 -0.494414
1208 0.523636 0.912897 0.118642 -0.089839 -0.502043
1209 0.505844 0.878862 0.113003 -0.079616 -0.486590
1210 0.495235 0.988483 0.102987 -0.092867 -0.475423
1211 0.487722 1.056607 0.084431 -0.094857 -0.470900
1212 0.470562 1.204707 0.081149 -0.101548 -0.452251
1213 0.446602 1.222592 0.083792 -0.100641 -0.426970
1214 0.426482 1.117260 0.086914 -0.087432 -0.408275
1215 0.449217 1.046135 0.096874 -0.092101 -0.428870
1216 0.461067 1.029657 0.097621 -0.088633 -0.441812
1217 0.475979 1.202162 0.081804 -0.097664 -0.458613
1218 0.512326 1.270816 0.082398 -0.109953 -0.493557
1219 0.529563 1.259692 0.086272 -0.113214 -0.510075
1220 0.521263 1.251520 0.090012 -0.109682 -0.501580
1221 0.504625 1.283125 0.084446 -0.099426 -0.487473
1222 0.510312 1.317217 0.092907 -0.107354 -0.490165
1223 0.516928 1.371618 0.089445 -0.106126 -0.497948
1224 0.522302 1.397924 0.082900 -0.115251 -0.502637
1225 0.504632 1.412089 0.079977 -0.125220 -0.482263
1226 0.468759 1.506470 0.078919 -0.120609 -0.446049
1227 0.459489 1.583382 0.069597 -0.114714 -0.439462
1228 0.470091 1.353584 0.094589 -0.092751 -0.451038
1229 0.477203 1.189783 0.102434 -0.093303 -0.456645
1230 0.483551 1.270355 0.094262 -0.092503 -0.465166
1231 0.480323 1.220991 0.087719 -0.108611 -0.459585
1232 0.474264 1.259011 0.091518 -0.113943 -0.451185
1233 0.475580 1.373279 0.083567 -0.119784 -0.452597
1234 0.473122 1.561564 0.085506 -0.118782 -0.449915
1235 0.464460 1.464255 0.095095 -0.118485 -0.438910
1236 0.461619 1.383017 0.097134 -0.097189 -0.440695
1237 0.454807 1.282667 0.104680 -0.102988 -0.430447
1238 0.455314 1.301003 0.094094 -0.110564 -0.431547
1239 0.449761 1.353618 0.096290 -0.116489 -0.423608
1240 0.445258 1.467098 0.089346 -0.091594 -0.426476
1241 0.457716 1.352223 0.102671 -0.093441 -0.436156
1242 0.451841 1.289651 0.096250 -0.103510 -0.429164
1243 0.418200 1.363709 0.089110 -0.103087 -0.395378
1244 0.402828 1.440507 0.089086 -0.105278 -0.378485
1245 0.402751 1.476195 0.102144 -0.094754 -0.377884
1246 0.419101 1.375848 0.108507 -0.080749 -0.396675
1247 0.428325 1.412092 0.110116 -0.085071 -0.405092
1248 0.437363 1.644981 0.108252 -0.104675 -0.410623
1249 0.457395 1.731558 0.113053 -0.110811 -0.429127
1250 0.449489 1.637173 0.117851 -0.091193 -0.424070
1251 0.444479 1.569551 0.095313 -0.072413 -0.428058
1252 0.430969 1.436396 0.102984 -0.063182 -0.413687
1253 0.385233 1.093240 0.088816 -0.069911 -0.368278
1254 0.332978 0.913200 0.087581 -0.065028 -0.314604
1255 0.333037 0.966448 0.092356 -0.076068 -0.310801
1256 0.369828 0.768366 0.090474 -0.055387 -0.354287
1257 0.415182 0.756826 0.108603 -0.042708 -0.398443
1258 0.462255 0.805330 0.122463 -0.057086 -0.442067
1259 0.447162 0.819980 0.108944 -0.068697 -0.428213
1260 0.440348 0.781713 0.096012 -0.070974 -0.423852
1261 0.437626 0.696953 0.091845 -0.055556 -0.424258
1262 0.413441 0.697554 0.083838 -0.038149 -0.403051
1263 0.427133 0.617710 0.095198 -0.043908 -0.414068
1264 0.416949 0.552558 0.083579 -0.045559 -0.405937
1265 0.415204 0.556330 0.090712 -0.047629 -0.402364
1266 0.438044 0.567940 0.104608 -0.046995 -0.422767
1267 0.430852 0.584895 0.104929 -0.036723 -0.416263
1268 0.405624 0.539397 0.094898 -0.040000 -0.392333
1269 0.374944 0.487474 0.081875 -0.046704 -0.362903
1270 0.348601 0.516867 0.063553 -0.051099 -0.338929
1271 0.370162 0.461901 0.074274 -0.058473 -0.357889
1272 0.416082 0.506366 0.082129 -0.057448 -0.403831
1273 0.454124 0.605387 0.081935 -0.066591 -0.441680
1274 0.430146 0.692502 0.082664 -0.071210 -0.416079
1275 0.415339 0.732415 0.072129 -0.061378 -0.404396
1276 0.392834 0.646907 0.052510 -0.057382 -0.385057
1277 0.394940 0.601360 0.051629 -0.053161 -0.387925
1278 0.407177 0.662158 0.069890 -0.059094 -0.396757
1279 0.417872 0.575873 0.095695 -0.059248 -0.402429
1280 0.406444 0.353804 0.089318 -0.064239 -0.391270
1281 0.391525 0.372461 0.068601 -0.066914 -0.379616
1282 0.400462 0.332536 0.061945 -0.062901 -0.390609
1283 0.418419 0.300548 0.063546 -0.068670 -0.407824
1284 0.424067 0.539035 0.080475 -0.061325 -0.411821
1285 0.423421 0.717038 0.078357 -0.069337 -0.410290
1286 0.425353 0.862238 0.080837 -0.065020 -0.412508
1287 0.419507 0.821591 0.069091 -0.070927 -0.407654
1288 0.415967 0.734704 0.060905 -0.072682 -0.405014
1289 0.430435 0.836199 0.076577 -0.073611 -0.417123
1290 0.432786 0.909902 0.095773 -0.072705 -0.415746
1291 0.411108 0.959786 0.094416 -0.070797 -0.393806
1292 0.395259 0.835376 0.072761 -0.067557 -0.382585
1293 0.413046 0.801618 0.053638 -0.060476 -0.405059
1294 0.436271 0.927775 0.060698 -0.069376 -0.426422
1295 0.447587 0.883086 0.068543 -0.060682 -0.438125
1296 0.473803 0.888334 0.085257 -0.052793 -0.463070
1297 0.472311 0.906279 0.083272 -0.047992 -0.462429
1298 0.465731 0.875199 0.071042 -0.054152 -0.457084
1299 0.453552 0.849807 0.076701 -0.055536 -0.443556
1300 0.441949 0.827084 0.066046 -0.057147 -0.433233
1301 0.427666 0.817002 0.069241 -0.051421 -0.418879
1302 0.428246 0.785916 0.076292 -0.044071 -0.419084
1303 0.445892 0.689726 0.094981 -0.059864 -0.431526
1304 0.451426 0.566017 0.092835 -0.064473 -0.437047
1305 0.464299 0.366584 0.084325 -0.058024 -0.452876
1306 0.449651 0.299243 0.071528 -0.053129 -0.440734
1307 0.448147 0.197729 0.085225 -0.049077 -0.437223
1308 0.441509 0.195402 0.088020 -0.045970 -0.430197
1309 0.439774 0.137374 0.098459 -0.043311 -0.426417
1310 0.445578 0.277230 0.099379 -0.061206 -0.430020
1311 0.444606 0.486111 0.097717 -0.060078 -0.429554
1312 0.460039 0.519869 0.089166 -0.055746 -0.447859
1313 0.471449 0.597039 0.104159 -0.053136 -0.456718
1314 0.473474 0.639802 0.102051 -0.068142 -0.457297
1315 0.454762 0.588552 0.094596 -0.063246 -0.440295
1316 0.450971 0.459671 0.106733 -0.064273 -0.433419
1317 0.457188 0.504486 0.104258 -0.054746 -0.441762
1318 0.472644 0.527422 0.105915 -0.059486 -0.456767
1319 0.479483 0.570669 0.091966 -0.062056 -0.466471
1320 0.474707 0.445022 0.087102 -0.049977 -0.463964
1321 0.488870 0.380804 0.085280 -0.059646 -0.477664
1322 0.483677 0.350911 0.085346 -0.060355 -0.472246
1323 0.496569 0.439541 0.093088 -0.068336 -0.482955
1324 0.506299 0.484038 0.090567 -0.057741 -0.494775
1325 0.510587 0.391725 0.089020 -0.059510 -0.499232
1326 0.479846 0.396156 0.082680 -0.053269 -0.469658
1327 0.453943 0.543104 0.077002 -0.059438 -0.443398
1328 0.448125 0.505063 0.067677 -0.054822 -0.439580
1329 0.460903 0.456292 0.074807 -0.053876 -0.451589
1330 0.488258 0.400509 0.073477 -0.068171 -0.477859
1331 0.506780 0.391544 0.091394 -0.062992 -0.494475
1332 0.496516 0.358966 0.091352 -0.066668 -0.483465
1333 0.490248 0.377801 0.104559 -0.052016 -0.476135
1334 0.509877 0.416400 0.109311 -0.055884 -0.494877
1335 0.505421 0.430825 0.105122 -0.058009 -0.490952
1336 0.501955 0.471113 0.101312 -0.065162 -0.487287
1337 0.511299 0.421222 0.106363 -0.067120 -0.495589
1338 0.513350 0.421316 0.104505 -0.069817 -0.497728
1339 0.522708 0.429520 0.104713 -0.047540 -0.509901
1340 0.517339 0.328197 0.102661 -0.054466 -0.504117
1341 0.506248 0.268499 0.101756 -0.051665 -0.493217
1342 0.491680 0.399145 0.100039 -0.051297 -0.478655
1343 0.486565 0.423861 0.109252 -0.045091 -0.471992
1344 0.475720 0.392913 0.110757 -0.050148 -0.459921
1345 0.469881 0.265509 0.099539 -0.052495 -0.456206
1346 0.477265 0.070724 0.082653 -0.031488 -0.468998
1347 0.473752 0.242231 0.061379 -0.044803 -0.467618
1348 0.457962 0.356269 0.083169 -0.050174 -0.447543
1349 0.456962 0.403318 0.087322 -0.069803 -0.443076
1350 0.453884 0.392232 0.088664 -0.055597 -0.441654
1351 0.469544 0.399463 0.086824 -0.048991 -0.458839
1352 0.478198 0.289495 0.091099 -0.040730 -0.467671
1353 0.461124 0.226715 0.083652 -0.049460 -0.450768
1354 0.470066 0.061830 0.086586 -0.039299 -0.460348
1355 0.467021 0.254215 0.088820 -0.043963 -0.456385
1356 0.467230 0.186877 0.086326 -0.048150 -0.456655
1357 0.472152 0.254695 0.090521 -0.042788 -0.461413
1358 0.484462 0.291972 0.079862 -0.051544 -0.475046
1359 0.477607 0.451571 0.071043 -0.057543 -0.468775
1360 0.462358 0.470462 0.056840 -0.049395 -0.456185
1361 0.460671 0.518423 0.064099 -0.052390 -0.453171
1362 0.464665 0.479814 0.070488 -0.065591 -0.454579
1363 0.451508 0.441793 0.072828 -0.058481 -0.441742
1364 0.447374 0.451539 0.072242 -0.057236 -0.437777
1365 0.434428 0.490595 0.068170 -0.054701 -0.425545
1366 0.434273 0.513016 0.059189 -0.048309 -0.427500
1367 0.444976 0.559696 0.045699 -0.037534 -0.441029
1368 0.450509 0.562611 0.082296 -0.048233 -0.440294
1369 0.466213 0.551275 0.084866 -0.072672 -0.452627
1370 0.478092 0.445174 0.094078 -0.064001 -0.464355
1371 0.479814 0.420080 0.095167 -0.050861 -0.467523
1372 0.467822 0.266287 0.116473 -0.041577 -0.451179
1373 0.459141 0.248376 0.104904 -0.074438 -0.440754
1374 0.463560 0.415417 0.110307 -0.088276 -0.441506
1375 0.474337 0.476218 0.108096 -0.088197 -0.453357
1376 0.479420 0.468941 0.112702 -0.055504 -0.462667
1377 0.471914 0.475179 0.097854 -0.056365 -0.458204
1378 0.449114 0.529686 0.088736 -0.068325 -0.434926
1379 0.434357 0.452986 0.089248 -0.077274 -0.418006
1380 0.456164 0.374460 0.103342 -0.076292 -0.437705
1381 0.458289 0.366693 0.110156 -0.060340 -0.440743
1382 0.463912 0.338781 0.101553 -0.050576 -0.449826
1383 0.452148 0.317318 0.099618 -0.040926 -0.439135
1384 0.452536 0.231477 0.107615 -0.041074 -0.437631
1385 0.465421 0.361224 0.107219 -0.040620 -0.451077
1386 0.462056 0.343728 0.092379 -0.036031 -0.451291
1387 0.450146 0.451955 0.064967 -0.044672 -0.443188
1388 0.465556 0.590491 0.070147 -0.037775 -0.458688
1389 0.455774 0.551919 0.060249 -0.044647 -0.449563
1390 0.461737 0.597296 0.089286 -0.031282 -0.451941
1391 0.437026 0.670591 0.067332 -0.039124 -0.430032
1392 0.424153 0.727006 0.055545 -0.039705 -0.418621
1393 0.440129 0.646876 0.087910 -0.048660 -0.428506
1394 0.444297 0.693823 0.104272 -0.037118 -0.430290
1395 0.437542 0.691313 0.091559 -0.026923 -0.427008
1396 0.447481 0.657530 0.091536 -0.031570 -0.436879
1397 0.451381 0.661471 0.082500 -0.055818 -0.440253
1398 0.454470 0.643809 0.085891 -0.048215 -0.443668
1399 0.438589 0.655305 0.084146 -0.050666 -0.427449
1400 0.422568 0.649213 0.064493 -0.049259 -0.414702
1401 0.419949 0.580578 0.076774 -0.052447 -0.409527
1402 0.435257 0.525312 0.071541 -0.059903 -0.425138
1403 0.447742 0.586915 0.094856 -0.065762 -0.432609
1404 0.444110 0.561608 0.088952 -0.065691 -0.430123
1405 0.449295 0.545730 0.082775 -0.045787 -0.439224
1406 0.438524 0.571699 0.067432 -0.053633 -0.429976
1407 0.416916 0.582293 0.072384 -0.040230 -0.408608
1408 0.403436 0.612464 0.079800 -0.052964 -0.391902
1409 0.400436 0.719773 0.068040 -0.050036 -0.391428
1410 0.404834 0.721635 0.074685 -0.033876 -0.396441
1411 0.413384 0.628788 0.080499 -0.033791 -0.404060
1412 0.408806 0.697304 0.081831 -0.038348 -0.398692
1413 0.406755 0.662438 0.072844 -0.050574 -0.396970
1414 0.413563 0.623912 0.080622 -0.066203 -0.400189
1415 0.417207 0.618065 0.086886 -0.064411 -0.402944
1416 0.421235 0.556269 0.099568 -0.040508 -0.407289
1417 0.417296 0.587642 0.083333 -0.046111 -0.406282
1418 0.428641 0.568527 0.085621 -0.046148 -0.417460
1419 0.442899 0.623282 0.078557 -0.068895 -0.430397
1420 0.434268 0.602076 0.088274 -0.054267 -0.421724
1421 0.435183 0.627185 0.087174 -0.064699 -0.421425
1422 0.433201 0.569212 0.082799 -0.058044 -0.421234
1423 0.425297 0.577939 0.080678 -0.060070 -0.413232
1424 0.439041 0.502665 0.083579 -0.056842 -0.427247
1425 0.425855 0.383498 0.096261 -0.074297 -0.408125
1426 0.462937 0.461981 0.100213 -0.095560 -0.441742
1427 0.486505 0.453843 0.115197 -0.095067 -0.463011
1428 0.467588 0.515619 0.089351 -0.055867 -0.455559
1429 0.439223 0.551262 0.069085 -0.036105 -0.432250
1430 0.445542 0.538252 0.079606 -0.037523 -0.436764
1431 0.449202 0.566112 0.085586 -0.048335 -0.438316
1432 0.440157 0.607308 0.073409 -0.065081 -0.429085
1433 0.440195 0.594261 0.079305 -0.054565 -0.429541
1434 0.440979 0.631419 0.070408 -0.058707 -0.431345
1435 0.453242 0.521773 0.079459 -0.047084 -0.443732
1436 0.447018 0.605496 0.103076 -0.035677 -0.433506
1437 0.434489 0.679530 0.099076 -0.032030 -0.421828
1438 0.438292 0.677390 0.098355 -0.023907 -0.426444
1439 0.433905 0.707346 0.088765 -0.044974 -0.422341
1440 0.419314 0.655140 0.079655 -0.039292 -0.409799
1441 0.417471 0.655346 0.069349 -0.046795 -0.409003
1442 0.441323 0.648925 0.104566 -0.041280 -0.426765
1443 0.436768 0.731331 0.083645 -0.058726 -0.424642
1444 0.459359 0.602102 0.127333 -0.046501 -0.438902
1445 0.466993 0.638103 0.109385 -0.070182 -0.448544
1446 0.474799 0.233514 0.121667 -0.058310 -0.455226
1447 0.484091 0.179197 0.120178 -0.079978 -0.462065
1448 0.480218 0.206339 0.126646 -0.076214 -0.456904
1449 0.478419 0.234437 0.121638 -0.076852 -0.456270
1450 0.480538 0.262616 0.131151 -0.074390 -0.456270
1451 0.480637 0.353344 0.148450 -0.086794 -0.448822
1452 0.460373 0.420500 0.137644 -0.078447 -0.432254
1453 0.465860 0.423717 0.144305 -0.065151 -0.438128
1454 0.441535 0.400200 0.123449 -0.063198 -0.419189
1455 0.459535 0.501853 0.136273 -0.057527 -0.435077
1456 0.474981 0.530761 0.135800 -0.068187 -0.450018
1457 0.479555 0.490797 0.145724 -0.062064 -0.452643
1458 0.476441 0.545384 0.133884 -0.086554 -0.448976
1459 0.467215 0.471192 0.112263 -0.060049 -0.449534
1460 0.476158 0.440138 0.113062 -0.054934 -0.459266
1461 0.481995 0.458428 0.131666 -0.060260 -0.459730
1462 0.492008 0.414301 0.154788 -0.066007 -0.462338
1463 0.497013 0.312807 0.116968 -0.085813 -0.475369
1464 0.496690 0.131063 0.111302 -0.060755 -0.480231
1465 0.514987 0.309200 0.105995 -0.096260 -0.494682
1466 0.517549 0.349496 0.124678 -0.077559 -0.496283
1467 0.496793 0.428183 0.105059 -0.080976 -0.478758
1468 0.467208 0.504758 0.097258 -0.049985 -0.454231
1469 0.448913 0.645259 0.092885 -0.053019 -0.435986
1470 0.457036 0.522778 0.108357 -0.046284 -0.441587
1471 0.465263 0.582190 0.101874 -0.064710 -0.449337
1472 0.483576 0.563160 0.105484 -0.046172 -0.469667
1473 0.482809 0.640148 0.100453 -0.044332 -0.470158
1474 0.479908 0.697325 0.098743 -0.047535 -0.467228
1475 0.474580 0.603478 0.105436 -0.046136 -0.460414
1476 0.466840 0.560741 0.097602 -0.054881 -0.453213
1477 0.464854 0.552612 0.092737 -0.051247 -0.452618
1478 0.475264 0.614434 0.086193 -0.072146 -0.461781
1479 0.480321 0.705159 0.100332 -0.046496 -0.467418
1480 0.480000 0.830846 0.091674 -0.073244 -0.465437
1481 0.479831 0.854442 0.090103 -0.057571 -0.467766
1482 0.484492 0.861309 0.087973 -0.051388 -0.473659
1483 0.476919 0.829265 0.097250 -0.059550 -0.463085
1484 0.478630 0.758441 0.105203 -0.071133 -0.461474
1485 0.492293 0.576231 0.115050 -0.083717 -0.471283
1486 0.515890 0.439621 0.130744 -0.080399 -0.492529
1487 0.518288 0.403536 0.128753 -0.093500 -0.493258
1488 0.519536 0.401906 0.122957 -0.077059 -0.498860
1489 0.506104 0.398287 0.108628 -0.075944 -0.488440
1490 0.480887 0.449088 0.107079 -0.075654 -0.462670
1491 0.472170 0.466557 0.106027 -0.076249 -0.453750
1492 0.470214 0.497387 0.097587 -0.062164 -0.455756
1493 0.475461 0.513996 0.074194 -0.030092 -0.468671
1494 0.470528 0.525025 0.079536 -0.027389 -0.462948
1495 0.465284 0.496591 0.090416 -0.042837 -0.454400
1496 0.463690 0.498022 0.076342 -0.047362 -0.454904
1497 0.471621 0.487171 0.058224 -0.049456 -0.465393
1498 0.467030 0.512996 0.059734 -0.052609 -0.460197
1499 0.482945 0.411050 0.060783 -0.059584 -0.475385
1500 0.477689 0.289344 0.074560 -0.050060 -0.469172
1501 0.467868 0.363042 0.050563 -0.043744 -0.463066
1502 0.444928 0.512325 0.025087 -0.039747 -0.442438
1503 0.420799 0.683814 0.015060 -0.050597 -0.417475
1504 0.407118 0.905068 0.008318 -0.037089 -0.405340
1505 0.392055 1.123658 0.005637 -0.033375 -0.390591
1506 0.398613 1.181174 0.014563 -0.036915 -0.396633
1507 0.341211 1.180679 0.020418 -0.032942 -0.339003
1508 0.253595 0.876093 0.002778 -0.048523 -0.248894
1509 0.285865 0.890886 0.010485 -0.054431 -0.280440
1510 0.334846 1.129148 0.022524 -0.052314 -0.329966
1511 0.370857 1.089386 0.042318 -0.037733 -0.366497
1512 0.384919 1.025791 0.048472 -0.034672 -0.380277
1513 0.405669 1.251796 0.055223 -0.027398 -0.400957
1514 0.417455 1.598497 0.073474 -0.057481 -0.406898
1515 0.425011 1.736740 0.088924 -0.082241 -0.407386
1516 0.433526 1.676950 0.075024 -0.091247 -0.417121
1517 0.445749 1.338497 0.061849 -0.093911 -0.431333
1518 0.458889 0.851850 0.087864 -0.110623 -0.436602
1519 0.469534 0.646417 0.096125 -0.101028 -0.448347
1520 0.457951 0.736048 0.064752 -0.051339 -0.450434
1521 0.447532 0.734249 0.030675 -0.034595 -0.445137
1522 0.429859 0.750603 0.049084 -0.056879 -0.423242
1523 0.414628 0.884672 0.067557 -0.095484 -0.397788
1524 0.412872 0.766326 0.081125 -0.100495 -0.392151
1525 0.404495 0.781571 0.053153 -0.074488 -0.394008
1526 0.375000 0.977330 0.029593 -0.074317 -0.366369
1527 0.366771 0.937171 0.027747 -0.070279 -0.358903
1528 0.383058 0.906674 0.053325 -0.080608 -0.370665
1529 0.404476 0.922268 0.074986 -0.124774 -0.377372
1530 0.394823 1.264171 0.061683 -0.138328 -0.364617
1531 0.389658 1.444770 0.069199 -0.114399 -0.366002
1532 0.384531 1.446892 0.052970 -0.053813 -0.377044
1533 0.391115 1.507234 0.040493 -0.061720 -0.384085
1534 0.382661 1.595126 0.043444 -0.086850 -0.370134
1535 0.373975 1.563083 0.060793 -0.093669 -0.356914
1536 0.379382 1.580670 0.042208 -0.073434 -0.369807
1537 0.381686 1.344858 0.013112 -0.060738 -0.376594
1538 0.370539 1.142191 0.008488 -0.093310 -0.358497
1539 0.392982 1.159971 0.028711 -0.112751 -0.375363
1540 0.398001 1.272899 0.035891 -0.110781 -0.380584
1541 0.393029 1.444058 0.048431 -0.102596 -0.376298
1542 0.400045 1.393878 0.044290 -0.084643 -0.388471
1543 0.402381 1.125554 0.053851 -0.077334 -0.391190
1544 0.378840 0.952331 0.066320 -0.090949 -0.361731
1545 0.358372 0.844211 0.069649 -0.098879 -0.337346
1546 0.391654 0.928374 0.085276 -0.112260 -0.365402
1547 0.414027 0.923522 0.081374 -0.085826 -0.396775
1548 0.401106 0.909661 0.071595 -0.070731 -0.388275
1549 0.368898 0.775243 0.055976 -0.056785 -0.360177
1550 0.353057 0.712618 0.044850 -0.059127 -0.345169
1551 0.371775 0.859382 0.035850 -0.067328 -0.363866
1552 0.409847 1.139061 0.039540 -0.076229 -0.400749
1553 0.417025 1.238171 0.037580 -0.084572 -0.406626
1554 0.395911 1.229238 0.064709 -0.071680 -0.383953
1555 0.396988 0.961583 0.090024 -0.064406 -0.381244
1556 0.423584 0.480772 0.115722 -0.065622 -0.402151
1557 0.465177 0.483326 0.118619 -0.065026 -0.445074
1558 0.492487 0.693131 0.130434 -0.081203 -0.467906
1559 0.500155 0.572934 0.099772 -0.080001 -0.483529
1560 0.485956 0.327772 0.069895 -0.050550 -0.478239
1561 0.437307 0.160390 0.068397 -0.055074 -0.428399
1562 0.404797 0.337418 0.066237 -0.042623 -0.397060
1563 0.386521 0.637837 0.058392 -0.031384 -0.380793
1564 0.410126 0.742148 0.033130 -0.041115 -0.406713
1565 0.441862 0.699347 0.032471 -0.036543 -0.439149
1566 0.471448 0.708163 0.076791 -0.046492 -0.462823
1567 0.444311 0.796642 0.086363 -0.055328 -0.432311
1568 0.423768 0.717825 0.070963 -0.064697 -0.412744
1569 0.414858 0.706661 0.045251 -0.058604 -0.408198
1570 0.421960 0.665332 0.040690 -0.054348 -0.416462
1571 0.421416 0.726566 0.043662 -0.055087 -0.415512
1572 0.414561 0.736372 0.039323 -0.060546 -0.408227
1573 0.392017 0.916140 0.020590 -0.042310 -0.389183
1574 0.411426 0.855259 0.027709 -0.048749 -0.407587
1575 0.432299 0.856379 0.051630 -0.051409 -0.426115
1576 0.435846 0.757856 0.059383 -0.054298 -0.428354
1577 0.454680 0.771827 0.066302 -0.055350 -0.446402
1578 0.477751 0.674017 0.087056 -0.056290 -0.466368
