# fid r11 r12 r13 tx r21 r22 r23 ty r31 r32 r33 tz
3618 -0.42324 0.90325 -0.07084 35.38838 -0.90538 -0.42457 -0.00429 38.44839 -0.03395 0.06232 0.99748 0.92838
3619 -0.42634 0.90165 -0.07253 35.30113 -0.90399 -0.42756 -0.00143 38.49423 -0.03231 0.06496 0.99736 0.92025
3620 -0.42994 0.89982 -0.07395 35.20997 -0.90222 -0.43127 -0.00226 38.52803 -0.03392 0.06575 0.99726 0.91755
3621 -0.43205 0.89903 -0.07124 35.14499 -0.90123 -0.43333 -0.00281 38.56053 -0.03340 0.06299 0.99746 0.91054
3622 -0.43548 0.89778 -0.06586 35.06604 -0.89969 -0.43652 -0.00154 38.60230 -0.03013 0.05858 0.99783 0.93793
3623 -0.43900 0.89523 -0.07645 34.99758 -0.89782 -0.44036 -0.00105 38.64170 -0.03460 0.06818 0.99707 0.90688
3624 -0.44163 0.89370 -0.07913 34.92258 -0.89656 -0.44292 0.00139 38.68300 -0.03380 0.07156 0.99686 0.90955
3625 -0.44529 0.89162 -0.08200 34.82881 -0.89472 -0.44661 0.00251 38.72905 -0.03438 0.07449 0.99663 0.86813
3626 -0.44880 0.88976 -0.08315 34.75129 -0.89307 -0.44986 0.00654 38.76579 -0.03159 0.07720 0.99652 0.87395
3627 -0.45405 0.88671 -0.08711 34.65730 -0.89034 -0.45525 0.00679 38.82498 -0.03364 0.08064 0.99618 0.86492
3628 -0.45467 0.88646 -0.08638 34.60971 -0.89000 -0.45593 0.00570 38.83652 -0.03433 0.07947 0.99625 0.86202
3629 -0.45461 0.88687 -0.08237 34.52481 -0.89014 -0.45564 0.00697 38.87715 -0.03135 0.07649 0.99658 0.88467
3630 -0.45532 0.88706 -0.07626 34.43824 -0.88987 -0.45615 0.00711 38.93782 -0.02848 0.07110 0.99706 0.87184
3631 -0.45483 0.88742 -0.07496 34.36789 -0.88989 -0.45618 -0.00104 38.99170 -0.03512 0.06623 0.99719 0.84138
3632 -0.45342 0.88847 -0.07097 34.30375 -0.89061 -0.45475 -0.00299 39.01732 -0.03493 0.06185 0.99747 0.85157
3633 -0.45447 0.88799 -0.07023 34.21801 -0.88994 -0.45602 -0.00699 39.04957 -0.03823 0.05932 0.99751 0.83009
3634 -0.45371 0.88856 -0.06790 34.15857 -0.89051 -0.45496 -0.00329 39.08747 -0.03381 0.05897 0.99769 0.84784
3635 -0.45480 0.88842 -0.06215 34.06433 -0.89003 -0.45588 -0.00369 39.15929 -0.03161 0.05364 0.99806 0.84528
3636 -0.45673 0.88739 -0.06282 33.97002 -0.88898 -0.45792 -0.00526 39.22539 -0.03344 0.05344 0.99801 0.82501
3637 -0.45169 0.88981 -0.06497 33.89832 -0.89144 -0.45307 -0.00753 39.23345 -0.03614 0.05451 0.99786 0.80587
3638 -0.43624 0.89756 -0.06385 33.85024 -0.89913 -0.43761 -0.00850 39.22295 -0.03557 0.05370 0.99792 0.82293
3639 -0.42201 0.90472 -0.05814 33.75380 -0.90603 -0.42314 -0.00805 39.27680 -0.03188 0.04928 0.99828 0.81301
3640 -0.40050 0.91442 -0.05861 33.71846 -0.91581 -0.40155 -0.00686 39.30295 -0.02981 0.05093 0.99826 0.81220
3641 -0.38323 0.92165 -0.06086 33.62864 -0.92320 -0.38428 -0.00612 39.37162 -0.02903 0.05384 0.99813 0.80027
3642 -0.37968 0.92279 -0.06564 33.51856 -0.92457 -0.38093 -0.00725 39.42796 -0.03170 0.05793 0.99782 0.78486
3643 -0.37967 0.92220 -0.07345 33.43293 -0.92451 -0.38111 -0.00608 39.45990 -0.03360 0.06559 0.99728 0.77068
3644 -0.38023 0.92234 -0.06869 33.36100 -0.92439 -0.38142 -0.00454 39.44950 -0.03038 0.06177 0.99763 0.78426
3645 -0.37753 0.92316 -0.07237 33.29357 -0.92549 -0.37876 -0.00352 39.48124 -0.03066 0.06565 0.99737 0.77905
3646 -0.37554 0.92390 -0.07332 33.20141 -0.92632 -0.37673 -0.00254 39.54292 -0.02997 0.06697 0.99730 0.77181
3647 -0.37350 0.92489 -0.07127 33.11939 -0.92720 -0.37455 -0.00159 39.60567 -0.02816 0.06549 0.99746 0.76061
3648 -0.37268 0.92534 -0.06964 33.01922 -0.92757 -0.37364 -0.00076 39.64983 -0.02672 0.06431 0.99757 0.76397
3649 -0.36964 0.92671 -0.06766 32.94811 -0.92877 -0.37065 -0.00257 39.64286 -0.02746 0.06189 0.99771 0.76582
3650 -0.36022 0.92998 -0.07334 32.87454 -0.93241 -0.36140 -0.00309 39.66897 -0.02938 0.06727 0.99730 0.73833
3651 -0.34630 0.93501 -0.07636 32.79761 -0.93768 -0.34750 -0.00265 39.70708 -0.02901 0.07069 0.99708 0.72033
3652 -0.32674 0.94184 -0.07862 32.72199 -0.94473 -0.32784 -0.00121 39.72652 -0.02691 0.07388 0.99690 0.71563
3653 -0.30416 0.94959 -0.07600 32.67049 -0.95244 -0.30469 0.00482 39.77556 -0.01858 0.07385 0.99710 0.73439
3654 -0.29450 0.95238 -0.07906 32.55881 -0.95541 -0.29528 0.00194 39.82455 -0.02150 0.07611 0.99687 0.72741
3655 -0.29175 0.95328 -0.07839 32.45962 -0.95629 -0.29239 0.00344 39.85461 -0.01964 0.07597 0.99692 0.72186
3656 -0.29214 0.95381 -0.06998 32.38158 -0.95619 -0.29276 0.00143 39.86222 -0.01912 0.06733 0.99755 0.70468
3657 -0.29121 0.95469 -0.06143 32.31422 -0.95646 -0.29186 -0.00172 39.85994 -0.01957 0.05826 0.99811 0.70562
3658 -0.28805 0.95562 -0.06176 32.23192 -0.95738 -0.28880 -0.00346 39.89128 -0.02114 0.05813 0.99809 0.69876
3659 -0.28648 0.95582 -0.06586 32.13556 -0.95782 -0.28734 -0.00368 39.94653 -0.02244 0.06203 0.99782 0.68297
3660 -0.28367 0.95675 -0.06453 32.05923 -0.95873 -0.28430 -0.00062 39.97558 -0.01894 0.06169 0.99792 0.69261
3661 -0.28176 0.95707 -0.06800 31.97427 -0.95926 -0.28251 -0.00145 40.00539 -0.02059 0.06482 0.99768 0.66367
3662 -0.28014 0.95748 -0.06887 31.88963 -0.95982 -0.28061 0.00308 40.01757 -0.01638 0.06696 0.99762 0.67533
3663 -0.27915 0.95768 -0.07021 31.80818 -0.96005 -0.27981 0.00039 40.04453 -0.01927 0.06751 0.99753 0.66015
3664 -0.27754 0.95814 -0.07031 31.72239 -0.96052 -0.27821 0.00019 40.07001 -0.01938 0.06759 0.99752 0.66067
3665 -0.27640 0.95867 -0.06754 31.63456 -0.96083 -0.27713 -0.00147 40.10290 -0.02013 0.06449 0.99772 0.64762
3666 -0.27509 0.95949 -0.06090 31.55422 -0.96123 -0.27574 -0.00238 40.12425 -0.01908 0.05788 0.99814 0.66277
3667 -0.27213 0.96041 -0.05956 31.47625 -0.96212 -0.27264 -0.00041 40.14761 -0.01663 0.05719 0.99822 0.65603
3668 -0.27115 0.96045 -0.06331 31.39620 -0.96235 -0.27182 -0.00206 40.17937 -0.01918 0.06036 0.99799 0.62221
3669 -0.27151 0.96021 -0.06536 31.30624 -0.96224 -0.27218 -0.00148 40.19833 -0.01921 0.06249 0.99786 0.62826
3670 -0.27035 0.96043 -0.06703 31.22951 -0.96261 -0.27090 0.00093 40.22557 -0.01727 0.06478 0.99775 0.64160
3671 -0.26869 0.96109 -0.06410 31.13826 -0.96315 -0.26890 0.00538 40.24451 -0.01206 0.06318 0.99793 0.64210
3672 -0.26739 0.96064 -0.07534 31.04357 -0.96344 -0.26789 0.00356 40.29116 -0.01676 0.07354 0.99715 0.59142
3673 -0.26803 0.96023 -0.07823 30.96028 -0.96325 -0.26858 0.00360 40.30890 -0.01755 0.07632 0.99693 0.59716
3674 -0.26526 0.96128 -0.07464 30.87734 -0.96407 -0.26557 0.00596 40.34283 -0.01409 0.07354 0.99719 0.59523
3675 -0.26463 0.96143 -0.07504 30.79836 -0.96423 -0.26504 0.00465 40.34615 -0.01542 0.07359 0.99717 0.58847
3676 -0.26106 0.96257 -0.07283 30.71581 -0.96520 -0.26148 0.00385 40.37601 -0.01534 0.07130 0.99734 0.57600
3677 -0.26098 0.96296 -0.06784 30.62771 -0.96523 -0.26138 0.00302 40.40784 -0.01483 0.06627 0.99769 0.59205
3678 -0.25953 0.96368 -0.06297 30.55062 -0.96564 -0.25989 0.00264 40.43756 -0.01382 0.06149 0.99801 0.58573
3679 -0.25904 0.96396 -0.06073 30.47696 -0.96578 -0.25933 0.00312 40.46142 -0.01274 0.05946 0.99815 0.56228
3680 -0.25842 0.96409 -0.06118 30.38232 -0.96596 -0.25865 0.00422 40.47585 -0.01176 0.06019 0.99812 0.58874
3681 -0.25697 0.96421 -0.06534 30.30411 -0.96631 -0.25739 0.00205 40.51044 -0.01484 0.06367 0.99786 0.53953
3682 -0.25645 0.96421 -0.06730 30.22003 -0.96643 -0.25693 0.00153 40.52608 -0.01582 0.06543 0.99773 0.54420
3683 -0.25426 0.96489 -0.06592 30.13991 -0.96701 -0.25472 0.00144 40.55394 -0.01540 0.06411 0.99782 0.55627
3684 -0.25362 0.96496 -0.06722 30.04849 -0.96714 -0.25423 -0.00052 40.57557 -0.01759 0.06488 0.99774 0.54469
3685 -0.25169 0.96588 -0.06105 29.96496 -0.96770 -0.25210 0.00097 40.59730 -0.01446 0.05933 0.99813 0.54464
3686 -0.25062 0.96613 -0.06147 29.88376 -0.96796 -0.25112 -0.00046 40.61839 -0.01588 0.05939 0.99811 0.53152
3687 -0.24896 0.96648 -0.06272 29.80809 -0.96837 -0.24953 -0.00132 40.64070 -0.01693 0.06040 0.99803 0.52818
3688 -0.24731 0.96686 -0.06346 29.71883 -0.96875 -0.24800 -0.00313 40.66202 -0.01877 0.06070 0.99798 0.50893
3689 -0.24668 0.96714 -0.06147 29.62977 -0.96898 -0.24714 0.00017 40.68237 -0.01502 0.05961 0.99811 0.53127
3690 -0.24435 0.96758 -0.06394 29.54510 -0.96958 -0.24477 0.00128 40.72348 -0.01441 0.06231 0.99795 0.49675
3691 -0.24551 0.96733 -0.06326 29.45807 -0.96930 -0.24589 0.00187 40.73769 -0.01375 0.06178 0.99800 0.49624
3692 -0.24392 0.96775 -0.06297 29.38289 -0.96969 -0.24434 0.00102 40.75918 -0.01440 0.06131 0.99801 0.48954
3693 -0.24310 0.96805 -0.06145 29.29734 -0.96990 -0.24352 0.00067 40.76264 -0.01432 0.05976 0.99811 0.49834
3694 -0.24211 0.96858 -0.05683 29.19869 -0.97017 -0.24240 0.00190 40.80147 -0.01194 0.05559 0.99838 0.49131
3695 -0.24080 0.96892 -0.05661 29.12574 -0.97051 -0.24106 0.00215 40.83689 -0.01156 0.05545 0.99839 0.48374
3696 -0.24016 0.96912 -0.05592 29.04694 -0.97068 -0.24036 0.00313 40.85611 -0.01041 0.05504 0.99843 0.48498
3697 -0.23941 0.96919 -0.05791 28.95831 -0.97086 -0.23964 0.00305 40.87369 -0.01092 0.05696 0.99832 0.47085
3698 -0.23660 0.96977 -0.05979 28.88294 -0.97151 -0.23701 0.00019 40.87686 -0.01399 0.05813 0.99821 0.47139
3699 -0.23642 0.96951 -0.06442 28.78519 -0.97152 -0.23694 -0.00044 40.90991 -0.01569 0.06248 0.99792 0.44483
3700 -0.24095 0.96810 -0.06882 28.70012 -0.97040 -0.24149 0.00046 40.95172 -0.01617 0.06690 0.99763 0.45830
3701 -0.24603 0.96684 -0.06850 28.63253 -0.96916 -0.24640 0.00316 40.95930 -0.01382 0.06717 0.99765 0.44783
3702 -0.25589 0.96387 -0.07398 28.54326 -0.96662 -0.25616 0.00590 40.99278 -0.01326 0.07302 0.99724 0.44206
3703 -0.26859 0.96078 -0.06899 28.44301 -0.96312 -0.26905 0.00266 41.01531 -0.01600 0.06716 0.99761 0.44118
3704 -0.28119 0.95726 -0.06769 28.35822 -0.95946 -0.28185 -0.00019 41.03718 -0.01926 0.06489 0.99771 0.43444
3705 -0.29986 0.95150 -0.06878 28.23971 -0.95382 -0.30036 0.00306 41.09827 -0.01775 0.06652 0.99763 0.42545
3706 -0.30945 0.94844 -0.06862 28.19151 -0.95068 -0.31017 0.00012 41.09731 -0.02117 0.06527 0.99764 0.40836
3707 -0.31097 0.94792 -0.06885 28.11376 -0.95023 -0.31154 0.00250 41.09607 -0.01908 0.06620 0.99762 0.42396
3708 -0.31234 0.94791 -0.06255 28.02486 -0.94982 -0.31280 0.00259 41.14133 -0.01711 0.06022 0.99804 0.40819
3709 -0.31046 0.94786 -0.07199 27.95298 -0.95038 -0.31109 0.00266 41.17403 -0.01987 0.06924 0.99740 0.38373
3710 -0.31022 0.94792 -0.07216 27.85085 -0.95052 -0.31061 0.00600 41.22398 -0.01672 0.07045 0.99738 0.40096
3711 -0.31192 0.94712 -0.07529 27.77655 -0.94999 -0.31217 0.00860 41.24808 -0.01536 0.07420 0.99712 0.39149
3712 -0.31104 0.94779 -0.07036 27.69846 -0.95023 -0.31152 0.00424 41.26368 -0.01790 0.06818 0.99751 0.37785
3713 -0.31046 0.94834 -0.06534 27.62796 -0.95047 -0.31078 0.00545 41.28117 -0.01514 0.06379 0.99785 0.38263
3714 -0.31083 0.94815 -0.06630 27.53216 -0.95034 -0.31114 0.00588 41.32031 -0.01505 0.06484 0.99778 0.37098
3715 -0.31094 0.94827 -0.06405 27.45102 -0.95032 -0.31123 0.00562 41.35258 -0.01461 0.06261 0.99793 0.36474
3716 -0.31033 0.94856 -0.06263 27.37113 -0.95054 -0.31054 0.00663 41.38431 -0.01316 0.06159 0.99801 0.36739
3717 -0.30910 0.94926 -0.05800 27.28708 -0.95092 -0.30940 0.00394 41.41315 -0.01421 0.05638 0.99831 0.36014
3718 -0.30874 0.94861 -0.06935 27.21595 -0.95097 -0.30925 0.00356 41.42521 -0.01807 0.06705 0.99759 0.33666
3719 -0.30640 0.94937 -0.06943 27.13749 -0.95178 -0.30670 0.00663 41.45410 -0.01500 0.06811 0.99756 0.33969
3720 -0.30794 0.94860 -0.07300 27.02993 -0.95128 -0.30824 0.00739 41.50563 -0.01549 0.07172 0.99730 0.33925
3721 -0.30602 0.94896 -0.07629 26.96109 -0.95189 -0.30636 0.00759 41.51864 -0.01617 0.07494 0.99706 0.32743
3722 -0.30362 0.94993 -0.07386 26.88168 -0.95265 -0.30399 0.00649 41.54248 -0.01628 0.07233 0.99725 0.31523
3723 -0.30673 0.94830 -0.08158 26.77880 -0.95163 -0.30716 0.00745 41.58358 -0.01800 0.07992 0.99664 0.30316
3724 -0.30494 0.94936 -0.07570 26.72158 -0.95225 -0.30522 0.00815 41.58480 -0.01537 0.07457 0.99710 0.32633
3725 -0.30352 0.94970 -0.07708 26.62135 -0.95271 -0.30375 0.00900 41.62198 -0.01487 0.07616 0.99698 0.30944
3726 -0.30172 0.95056 -0.07350 26.55494 -0.95327 -0.30202 0.00732 41.65745 -0.01524 0.07227 0.99727 0.29057
3727 -0.30216 0.95030 -0.07504 26.46854 -0.95310 -0.30259 0.00584 41.68181 -0.01716 0.07328 0.99716 0.28915
3728 -0.30044 0.95065 -0.07745 26.39456 -0.95370 -0.30058 0.01018 41.69901 -0.01360 0.07692 0.99694 0.28122
3729 -0.29947 0.95088 -0.07838 26.30134 -0.95401 -0.29960 0.01034 41.72579 -0.01365 0.07787 0.99687 0.28024
3730 -0.29707 0.95208 -0.07280 26.22324 -0.95475 -0.29730 0.00799 41.75730 -0.01404 0.07188 0.99731 0.27226
3731 -0.29645 0.95260 -0.06827 26.14476 -0.95495 -0.29669 0.00691 41.78904 -0.01367 0.06725 0.99764 0.26477
3732 -0.29588 0.95251 -0.07194 26.06176 -0.95510 -0.29623 0.00593 41.81391 -0.01567 0.07046 0.99739 0.24961
3733 -0.29405 0.95327 -0.06942 25.98028 -0.95567 -0.29437 0.00586 41.83657 -0.01485 0.06807 0.99757 0.25535
3734 -0.29312 0.95369 -0.06752 25.89216 -0.95599 -0.29329 0.00753 41.87278 -0.01262 0.06676 0.99769 0.24774
3735 -0.29167 0.95427 -0.06548 25.81608 -0.95646 -0.29171 0.00921 41.90470 -0.01031 0.06532 0.99781 0.24170
3736 -0.29302 0.95321 -0.07439 25.72456 -0.95604 -0.29303 0.01096 41.93543 -0.01135 0.07433 0.99717 0.22332
3737 -0.29363 0.95280 -0.07718 25.64573 -0.95586 -0.29354 0.01284 41.94284 -0.01042 0.07754 0.99693 0.22739
3738 -0.29173 0.95307 -0.08099 25.54814 -0.95642 -0.29174 0.01195 41.97652 -0.01224 0.08094 0.99664 0.20663
3739 -0.28950 0.95405 -0.07733 25.47757 -0.95708 -0.28965 0.00949 42.00098 -0.01334 0.07676 0.99696 0.20471
3740 -0.28758 0.95484 -0.07468 25.39303 -0.95767 -0.28774 0.00894 42.03469 -0.01295 0.07409 0.99717 0.20363
3741 -0.28612 0.95513 -0.07655 25.31776 -0.95807 -0.28647 0.00669 42.05435 -0.01554 0.07526 0.99704 0.18639
3742 -0.28424 0.95581 -0.07508 25.23198 -0.95866 -0.28442 0.00859 42.07913 -0.01314 0.07442 0.99714 0.18716
3743 -0.28316 0.95580 -0.07916 25.15708 -0.95898 -0.28329 0.00982 42.10469 -0.01304 0.07869 0.99681 0.17507
3744 -0.28092 0.95705 -0.07170 25.07578 -0.95962 -0.28126 0.00561 42.13074 -0.01480 0.07038 0.99741 0.17290
3745 -0.27837 0.95772 -0.07272 24.99587 -0.96031 -0.27893 0.00260 42.15202 -0.01779 0.07056 0.99735 0.16798
3746 -0.27966 0.95742 -0.07172 24.90746 -0.95993 -0.28024 0.00202 42.16954 -0.01817 0.06941 0.99742 0.16569
3747 -0.27713 0.95813 -0.07207 24.83072 -0.96066 -0.27771 0.00202 42.19733 -0.01808 0.06980 0.99740 0.15964
3748 -0.27534 0.95886 -0.06915 24.74811 -0.96118 -0.27591 0.00140 42.21898 -0.01774 0.06685 0.99761 0.15196
3749 -0.27399 0.95956 -0.06461 24.66965 -0.96158 -0.27453 0.00048 42.24236 -0.01728 0.06225 0.99791 0.14204
3750 -0.27552 0.95860 -0.07192 24.58043 -0.96109 -0.27624 -0.00016 42.27407 -0.02002 0.06908 0.99741 0.13240
3751 -0.27232 0.95961 -0.07067 24.51144 -0.96206 -0.27281 0.00284 42.29405 -0.01655 0.06876 0.99750 0.14053
3752 -0.27217 0.95935 -0.07467 24.41184 -0.96207 -0.27280 0.00189 42.33489 -0.01855 0.07236 0.99721 0.12263
3753 -0.26980 0.96023 -0.07183 24.33809 -0.96279 -0.27022 0.00403 42.34478 -0.01554 0.07024 0.99741 0.13783
3754 -0.26936 0.95999 -0.07655 24.25046 -0.96283 -0.27009 0.00082 42.38623 -0.01988 0.07392 0.99707 0.09938
3755 -0.26951 0.95976 -0.07890 24.16971 -0.96281 -0.27018 0.00230 42.39072 -0.01911 0.07659 0.99688 0.09456
3756 -0.26709 0.96041 -0.07922 24.08309 -0.96351 -0.26764 0.00379 42.42888 -0.01756 0.07734 0.99685 0.09556
3757 -0.26538 0.96127 -0.07442 24.00110 -0.96402 -0.26577 0.00485 42.45797 -0.01511 0.07303 0.99721 0.09163
3758 -0.26603 0.96138 -0.07060 23.91793 -0.96385 -0.26640 0.00422 42.48968 -0.01475 0.06917 0.99750 0.08713
3759 -0.26816 0.96086 -0.06953 23.83615 -0.96327 -0.26848 0.00474 42.50615 -0.01411 0.06825 0.99757 0.07159
3760 -0.26613 0.96144 -0.06932 23.77073 -0.96384 -0.26642 0.00526 42.53029 -0.01341 0.06821 0.99758 0.06707
3761 -0.26578 0.96136 -0.07176 23.66744 -0.96390 -0.26623 0.00348 42.55421 -0.01576 0.07010 0.99742 0.04748
3762 -0.26376 0.96250 -0.06349 23.58765 -0.96451 -0.26399 0.00483 42.59211 -0.01212 0.06251 0.99797 0.07420
3763 -0.26263 0.96261 -0.06633 23.51816 -0.96481 -0.26289 0.00488 42.59838 -0.01274 0.06528 0.99779 0.06455
3764 -0.26169 0.96267 -0.06911 23.41369 -0.96506 -0.26196 0.00530 42.63860 -0.01300 0.06808 0.99759 0.03297
3765 -0.26105 0.96267 -0.07155 23.34145 -0.96527 -0.26110 0.00875 42.65726 -0.01026 0.07135 0.99740 0.03245
3766 -0.26057 0.96313 -0.06696 23.24443 -0.96540 -0.26065 0.00771 42.69296 -0.01003 0.06665 0.99773 0.04489
3767 -0.26000 0.96360 -0.06220 23.17157 -0.96553 -0.26025 0.00418 42.72041 -0.01216 0.06115 0.99805 0.03415
3768 -0.25709 0.96444 -0.06138 23.10547 -0.96626 -0.25757 0.00022 42.72435 -0.01560 0.05937 0.99811 0.01779
3769 -0.25855 0.96393 -0.06321 22.99960 -0.96585 -0.25911 -0.00077 42.75799 -0.01712 0.06085 0.99800 0.01023
3770 -0.25701 0.96445 -0.06151 22.92306 -0.96629 -0.25745 0.00073 42.78967 -0.01513 0.05962 0.99811 0.02059
3771 -0.25475 0.96525 -0.05825 22.84279 -0.96695 -0.25495 0.00412 42.81851 -0.01087 0.05738 0.99829 0.03063
3772 -0.25542 0.96464 -0.06506 22.74793 -0.96675 -0.25569 0.00417 42.84067 -0.01262 0.06396 0.99787 -0.00088
3773 -0.25321 0.96512 -0.06657 22.66710 -0.96733 -0.25348 0.00442 42.84628 -0.01261 0.06551 0.99777 -0.01981
3774 -0.25438 0.96405 -0.07677 22.56577 -0.96697 -0.25488 0.00340 42.89384 -0.01629 0.07510 0.99704 -0.05356
3775 -0.25207 0.96465 -0.07684 22.50728 -0.96757 -0.25260 0.00285 42.90327 -0.01666 0.07506 0.99704 -0.02375
3776 -0.25117 0.96517 -0.07321 22.41013 -0.96785 -0.25150 0.00481 42.95418 -0.01377 0.07206 0.99730 0.01470
3777 -0.25514 0.96378 -0.07771 22.29595 -0.96682 -0.25534 0.00752 42.97973 -0.01259 0.07705 0.99695 -0.03658
3778 -0.25399 0.96286 -0.09157 22.22628 -0.96705 -0.25452 0.00605 42.97123 -0.01748 0.09009 0.99578 -0.08154
3779 -0.25173 0.96425 -0.08275 22.14807 -0.96767 -0.25215 0.00556 42.97564 -0.01551 0.08148 0.99655 -0.03730
3780 -0.24986 0.96562 -0.07172 22.07991 -0.96814 -0.25039 0.00160 43.01772 -0.01641 0.06983 0.99742 -0.05911
3781 -0.25405 0.96458 -0.07101 21.97333 -0.96712 -0.25427 0.00608 43.06662 -0.01219 0.07021 0.99746 -0.05550
3782 -0.25461 0.96452 -0.06983 21.90015 -0.96698 -0.25479 0.00652 43.08462 -0.01150 0.06919 0.99754 -0.07847
3783 -0.24967 0.96700 -0.05080 21.83770 -0.96833 -0.24942 0.01125 43.07769 -0.00179 0.05200 0.99865 -0.04831
3784 -0.24534 0.96881 -0.03477 21.75653 -0.96943 -0.24530 0.00557 43.09375 -0.00313 0.03507 0.99938 -0.03874
3785 -0.24244 0.96983 -0.02535 21.67783 -0.97006 -0.24272 -0.00851 43.16259 -0.01440 0.02253 0.99964 -0.13474
3786 -0.24455 0.96900 -0.03498 21.59740 -0.96944 -0.24507 -0.01132 43.16812 -0.01954 0.03114 0.99932 -0.09408
3787 -0.24306 0.96986 -0.01685 21.53889 -0.96999 -0.24314 -0.00287 43.16036 -0.00688 0.01564 0.99985 -0.07721
3788 -0.24275 0.97003 -0.01035 21.43123 -0.97008 -0.24278 -0.00175 43.21578 -0.00421 0.00961 0.99994 -0.10934
3789 -0.24183 0.97031 -0.00380 21.36527 -0.97032 -0.24184 -0.00175 43.22399 -0.00262 0.00327 0.99999 -0.11511
3790 -0.23636 0.97159 -0.01192 21.29251 -0.97166 -0.23633 0.00372 43.24494 0.00079 0.01246 0.99992 -0.08738
3791 -0.24024 0.97044 -0.02296 21.16959 -0.97071 -0.24024 0.00275 43.29394 -0.00285 0.02294 0.99973 -0.09026
3792 -0.23854 0.97077 -0.02660 21.10339 -0.97110 -0.23868 -0.00235 43.29683 -0.00863 0.02527 0.99964 -0.10848
3793 -0.23945 0.97043 -0.03055 21.00278 -0.97091 -0.23941 0.00486 43.32044 -0.00260 0.03082 0.99952 -0.07901
3794 -0.23437 0.97146 -0.03651 20.94914 -0.97214 -0.23438 0.00399 43.33479 -0.00468 0.03643 0.99933 -0.10169
3795 -0.23883 0.97029 -0.03871 20.82241 -0.97100 -0.23906 -0.00130 43.36073 -0.01051 0.03727 0.99925 -0.11347
3796 -0.23482 0.97132 -0.03743 20.75546 -0.97201 -0.23492 0.00178 43.38434 -0.00706 0.03680 0.99930 -0.10040
3797 -0.23475 0.97123 -0.04011 20.66970 -0.97206 -0.23459 0.00861 43.40711 -0.00104 0.04101 0.99916 -0.10674
3798 -0.23233 0.97169 -0.04289 20.57788 -0.97263 -0.23220 0.00802 43.42158 -0.00217 0.04358 0.99905 -0.13097
3799 -0.22766 0.97302 -0.03756 20.51133 -0.97371 -0.22719 0.01641 43.44030 0.00743 0.04031 0.99916 -0.08979
3800 -0.22939 0.97241 -0.04238 20.39990 -0.97331 -0.22946 0.00333 43.51861 -0.00649 0.04201 0.99910 -0.14636
3801 -0.23259 0.97145 -0.04676 20.32420 -0.97245 -0.23307 -0.00512 43.49711 -0.01587 0.04428 0.99889 -0.14191
3802 -0.22479 0.97352 -0.04162 20.26033 -0.97436 -0.22500 -0.00052 43.49982 -0.00987 0.04043 0.99913 -0.13039
3803 -0.22318 0.97438 -0.02785 20.16860 -0.97478 -0.22314 0.00459 43.51145 -0.00175 0.02817 0.99960 -0.12988
3804 -0.21679 0.97567 -0.03260 20.09672 -0.97621 -0.21681 0.00274 43.56446 -0.00439 0.03241 0.99946 -0.17967
3805 -0.22443 0.97383 -0.03600 19.95566 -0.97447 -0.22453 0.00124 43.62931 -0.00687 0.03536 0.99935 -0.16999
3806 -0.22423 0.97395 -0.03382 19.93737 -0.97451 -0.22434 0.00082 43.58650 -0.00678 0.03314 0.99943 -0.11325
3807 -0.22937 0.97262 -0.03745 19.82094 -0.97324 -0.22973 -0.00542 43.62367 -0.01388 0.03521 0.99928 -0.13167
3808 -0.23188 0.97217 -0.03350 19.74443 -0.97271 -0.23201 -0.00012 43.63201 -0.00789 0.03256 0.99944 -0.13196
3809 -0.23188 0.97233 -0.02847 19.66953 -0.97271 -0.23201 -0.00133 43.67862 -0.00790 0.02738 0.99959 -0.14453
3810 -0.23817 0.97061 -0.03463 19.57545 -0.97120 -0.23827 0.00140 43.68324 -0.00689 0.03396 0.99940 -0.17906
3811 -0.23838 0.97030 -0.04122 19.50369 -0.97114 -0.23850 0.00190 43.70503 -0.00798 0.04049 0.99915 -0.19205
3812 -0.24615 0.96837 -0.04095 19.40018 -0.96923 -0.24607 0.00712 43.72831 -0.00318 0.04144 0.99914 -0.14223
3813 -0.24593 0.96823 -0.04532 19.33772 -0.96927 -0.24590 0.00633 43.75555 -0.00502 0.04548 0.99895 -0.16943
3814 -0.24980 0.96713 -0.04757 19.23911 -0.96828 -0.24982 0.00563 43.77613 -0.00644 0.04746 0.99885 -0.19603
3815 -0.25067 0.96656 -0.05401 19.15093 -0.96807 -0.25044 0.01113 43.81027 -0.00277 0.05507 0.99848 -0.21504
3816 -0.25018 0.96689 -0.05027 19.07744 -0.96820 -0.24970 0.01560 43.81855 0.00253 0.05258 0.99861 -0.17013
3817 -0.25057 0.96609 -0.06240 18.98378 -0.96809 -0.25038 0.01100 43.86012 -0.00500 0.06316 0.99799 -0.21369
3818 -0.24876 0.96769 -0.04121 18.89542 -0.96854 -0.24822 0.01791 43.87764 0.00710 0.04436 0.99899 -0.17765
3819 -0.24839 0.96761 -0.04504 18.81400 -0.96865 -0.24787 0.01695 43.89864 0.00523 0.04784 0.99884 -0.21210
3820 -0.24740 0.96757 -0.05095 18.69641 -0.96886 -0.24652 0.02299 43.93696 0.00968 0.05505 0.99844 -0.22239
